ID,Group,weight_group,Weight,Time,Country,gender,urban_global,education_ISCE,age,a_1,a_2,a_3,a_4,a_5,proposal_01,proposal_02,proposal_03,proposal_04,proposal_05,proposal_06,proposal_07,proposal_08,proposal_09,proposal_10,proposal_11,proposal_12,proposal_13,proposal_14,proposal_15,proposal_16,proposal_17,proposal_18,proposal_19,proposal_20,proposal_21,proposal_22,proposal_23,proposal_24,proposal_25,proposal_26,proposal_27,proposal_28,proposal_29,proposal_30,proposal_31,proposal_32,proposal_33,proposal_34,proposal_35,proposal_36,proposal_37,proposal_38,proposal_39,proposal_40,proposal_41,proposal_42,proposal_43,proposal_44,proposal_45,statement_01,statement_02,statement_03,statement_04,statement_05,statement_06,statement_07,statement_08,statement_09,statement_10,statement_11,statement_12,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,civic_1,civic_2,civic_3,civic_4,civic_5,civic_6,civic_7,disagree_1,disagree_2,disagree_3,disagree_4,disagree_5,disagree_6,disagree_7,disagree_8,disagree_9,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6,b_01,b_02,b_03,b_04,b_05,b_06,b_07,b_08_1,b_08_2,b_08_3,b_08_4,b_08_5,b_09,b_10_01,b_10_02,b_10_03,b_10_04,b_10_05,b_10_06,b_10_07,b_10_08,b_10_09,b_10_10,b_10_11,b_10_12,b_10_13,b_10_14,b_10_15,b_10_16,eval_01,eval_02,eval_03,eval_04,eval_05,eval_06,eval_07,eval_08,eval_09,eval_10,eval_11,eval_12,eval_13,eval_14,eval_15,eval_16,eval_17,eval_18
TZ_803,1,Tanzania_Treatment,3.9333167174884913,0,6,1,0,2,38,5,5,0,,,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,5,10,10,10,10,10,10,,,,5,5,5,10,,,,,,,,,,10,10,10,10,10,10,2,2,1,4,,4,1,2,2,1,1,,,0,0,0,0,0,70,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,
TZ_804,1,Tanzania_Treatment,0.273691476982612,0,6,1,0,4,38,6,7,0,,,8,10,10,9,9,10,10,9,8,10,10,7,8,9,8,7,9,8,6,8,10,10,9,10,10,9,8,9,8,10,6,10,9,10,8,8,7,7,4,4,10,10,9,6,10,9,9,8,10,8,10,10,10,10,9,9,10,5,10,9,7,10,9,8,8,8,8,7,8,10,8,8,10,7,9,10,10,8,9,8,7,9,5,7,10,7,10,3,5,1,4,1,4,1,2,3,3,3,,,0,0,0,0,0,90,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_833,1,Tanzania_Treatment,1.328616202935575,0,6,0,0,2,20,0,1,0,,,7,9,7,8,8,7,4,7,9,10,8,10,9,,9,10,7,10,,10,7,10,,0,6,7,10,,,8,10,10,10,10,10,10,10,8,8,5,5,5,7,5,7,,10,10,10,5,,10,9,10,8,,10,5,10,,9,10,,10,,8,6,5,10,8,,10,10,9,10,8,3,5,10,10,8,10,5,10,10,10,5,,,1,5,1,,1,3,1,1,1,,,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_834,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,5,34,0,0,0,,,8,2,0,0,7,9,9,2,0,8,10,9,10,6,10,10,10,10,,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,9,10,10,9,10,10,10,9,5,10,9,10,9,10,9,10,5,10,10,10,10,9,10,10,10,5,3,5,8,0,3,10,0,7,0,5,5,5,10,4,8,10,5,10,10,10,5,2,,1,5,4,5,1,2,1,1,1,,,0,0,0,0,0,50,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_835,1,Tanzania_Treatment,0.9279740583632557,0,6,0,0,5,28,1,0,0,,,10,9,10,9,10,7,9,9,10,10,8,9,9,6,10,,10,10,10,10,8,8,10,5,10,9,10,8,9,10,9,8,10,7,7,9,9,9,6,,10,10,7,9,4,8,,8,10,10,10,10,9,10,5,,10,10,,,10,9,10,,10,5,10,5,10,6,9,10,9,9,9,9,10,10,9,7,9,8,5,10,6,8,9,,,1,2,2,5,1,,6,5,1,,,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_836,1,Tanzania_Treatment,1.4792274401517846,0,6,1,0,4,25,1,3,0,,,8,4,6,6,10,7,6,6,8,5,8,6,7,9,7,6,6,5,6,7,8,4,5,6,7,8,10,5,10,6,7,7,8,10,7,8,8,10,3,7,2,8,6,6,9,10,7,8,9,10,9,9,8,8,8,9,9,10,,8,10,9,9,8,8,10,9,9,4,10,7,9,7,9,9,7,,8,9,7,8,10,5,10,10,9,,4,,3,,1,5,1,1,1,1,1,,,0,0,0,0,0,72,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_838,1,Tanzania_Treatment,0.2627616309337115,0,6,0,0,5,21,1,0,0,,,7,9,9,8,10,9,10,10,10,7,5,8,7,9,9,10,10,10,10,9,10,9,10,10,9,10,7,10,9,10,8,10,7,9,7,9,8,10,7,9,5,10,9,9,10,9,10,6,10,7,,10,10,9,10,10,9,10,10,8,10,9,9,10,10,10,10,9,9,8,8,8,7,8,9,10,8,10,10,9,9,10,4,10,10,10,5,3,,3,3,1,4,1,,1,,1,,,0,0,0,0,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_843,1,Tanzania_Treatment,0.13320814703941164,0,6,0,0,2,33,10,10,0,,,9,7,8,8,9,10,10,10,9,9,5,7,9,10,7,9,10,8,9,7,10,8,8,8,9,10,8,9,9,8,9,10,9,9,10,10,10,10,10,10,9,8,8,10,8,8,9,10,10,10,10,10,9,9,10,8,8,10,10,10,10,10,10,10,10,5,5,4,4,3,10,10,9,9,10,9,5,8,10,7,8,8,10,10,9,9,4,2,,2,5,1,5,1,1,3,4,4,,,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_844,1,Tanzania_Treatment,0.5840783212538886,0,6,0,0,4,45,8,10,0,,,10,7,10,9,7,8,10,9,10,9,8,9,10,10,9,8,9,10,7,10,9,8,9,5,10,10,7,9,9,9,8,10,10,10,10,10,8,10,10,10,10,10,8,8,10,7,10,9,9,8,10,8,10,8,10,8,9,9,9,10,8,9,7,8,10,7,8,8,5,3,7,5,5,5,5,9,5,5,8,5,8,10,10,10,10,10,10,1,,5,5,1,5,1,2,1,4,4,,,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_846,1,Tanzania_Treatment,0.5840783212538886,0,6,0,0,2,48,9,9,0,,,9,9,7,10,8,8,10,10,9,9,7,10,9,8,8,8,10,9,10,8,6,10,9,9,10,7,9,9,8,9,10,10,9,7,10,9,10,9,10,8,9,9,9,9,9,10,10,9,10,10,10,10,10,8,9,9,10,9,10,10,9,10,10,10,9,5,5,5,5,5,10,5,8,5,5,7,4,5,8,8,7,10,10,10,10,10,10,1,,5,5,4,3,1,1,1,4,4,,,0,0,0,0,0,35,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_847,1,Tanzania_Treatment,0.13320814703941164,0,6,0,0,2,33,10,9,0,,,10,10,10,8,9,10,8,10,10,9,8,9,8,7,7,8,8,10,10,8,10,8,9,8,10,9,7,10,8,10,10,8,9,8,10,9,10,9,9,8,8,10,10,10,10,8,10,8,10,10,10,9,10,8,8,9,10,10,9,10,8,10,9,9,10,5,9,3,3,4,10,9,5,7,8,5,4,6,5,6,3,10,7,10,8,8,9,4,,5,5,3,4,1,2,1,5,5,,,0,0,0,0,0,,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_848,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,4,29,7,7,1,5,5,7,8,10,8,10,7,10,5,1,8,10,10,7,8,7,10,10,9,8,7,10,8,10,7,10,8,10,10,9,9,9,10,9,8,10,8,10,10,8,8,10,7,10,7,8,5,7,7,10,10,9,10,9,10,8,8,9,8,10,9,7,10,8,10,10,3,5,5,8,3,10,10,9,9,9,7,10,10,8,10,8,4,7,10,10,9,8,4,,1,5,3,3,1,4,2,3,1,2,2,0,0,1,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_849,1,Tanzania_Treatment,0.2627616309337115,0,6,0,0,4,22,5,8,0,,,10,9,5,4,8,4,10,10,9,9,9,10,9,10,8,10,10,10,10,5,2,9,10,10,9,9,2,2,10,5,1,10,10,5,10,8,10,5,10,2,10,10,7,7,10,,6,3,9,10,10,10,10,5,10,5,4,10,5,10,9,10,10,10,10,4,5,3,1,6,9,10,5,5,5,5,10,5,10,4,10,1,10,10,10,9,5,4,,2,5,,5,1,2,3,1,1,,,0,0,0,0,0,8,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_851,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,4,25,10,9,0,,,8,9,5,4,8,4,8,5,4,8,9,9,8,8,10,10,8,8,7,10,10,9,8,10,9,9,9,5,5,9,5,9,9,8,7,10,10,5,5,10,10,8,9,5,8,9,8,4,9,9,9,9,7,9,5,10,5,10,8,8,8,9,10,9,9,5,6,5,3,0,7,10,7,8,8,5,9,9,8,5,10,8,8,8,7,6,5,4,,1,5,,4,1,1,4,4,4,,,0,0,0,0,0,70,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_852,1,Tanzania_Treatment,0.2627616309337115,0,6,0,1,2,24,4,6,0,,,10,6,9,5,6,7,5,5,4,6,7,5,7,4,6,6,10,4,10,8,8,5,8,8,8,6,5,8,7,5,5,5,8,7,4,8,6,9,8,4,5,8,3,7,6,5,5,8,8,5,8,5,5,5,8,4,6,9,5,10,5,4,6,6,4,7,4,5,5,7,6,5,5,9,5,9,8,7,5,6,6,3,7,6,5,5,10,2,1,3,,1,4,0,,,,,,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_853,1,Tanzania_Treatment,0.13320814703941164,0,6,0,1,2,27,6,5,0,,,5,6,5,5,6,7,5,9,5,9,7,5,6,5,4,5,5,5,6,5,7,7,6,8,5,10,6,,8,4,5,5,8,9,5,9,8,7,10,5,7,7,5,5,9,5,4,5,6,8,5,10,5,7,7,8,5,5,5,10,7,6,6,5,5,5,5,7,10,5,7,8,8,7,8,5,5,4,6,4,5,10,7,5,5,5,8,4,,3,3,1,4,0,,,,,,,0,0,0,0,0,58,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,
TZ_854,1,Tanzania_Treatment,0.13320814703941164,0,6,0,1,4,30,7,5,1,5,7,6,5,10,4,6,8,6,7,6,8,6,7,8,4,5,5,6,6,8,5,9,7,5,9,6,6,5,5,5,10,7,5,8,10,6,5,7,5,5,9,5,4,7,7,9,4,5,3,8,7,5,10,5,5,10,8,8,10,9,3,5,7,6,6,10,5,10,9,4,7,4,8,5,8,6,5,5,10,8,7,5,5,10,6,6,9,10,3,,2,3,3,3,0,,,,,,4,0,0,0,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_855,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,4,25,10,10,1,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,5,10,0,10,10,10,10,10,0,0,0,0,10,10,5,5,5,5,5,5,10,10,10,10,10,10,8,10,8,4,,1,5,2,4,1,1,5,2,1,2,1,0,0,0,1,0,75,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_856,1,Tanzania_Treatment,0.21450245522475492,0,6,1,0,4,24,9,8,0,,,10,6,10,3,3,5,10,5,10,10,8,9,9,8,10,10,10,10,9,5,3,7,10,7,9,7,5,4,10,9,10,9,10,8,9,3,10,5,10,4,9,9,10,10,10,4,10,5,10,5,8,10,8,2,10,4,5,10,4,10,10,10,10,10,10,5,5,5,2,3,10,10,5,5,5,6,5,6,9,5,10,2,5,10,10,10,2,4,,5,1,,4,1,1,4,2,2,,,0,0,0,0,0,10,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,
TZ_857,1,Tanzania_Treatment,0.273691476982612,0,6,1,0,5,35,10,10,0,,,9,7,6,8,10,9,7,8,10,10,7,6,9,7,6,10,6,7,8,10,9,10,9,8,10,7,8,9,6,6,10,4,7,8,8,8,7,5,10,7,5,10,5,10,7,9,8,3,6,9,10,8,7,7,8,10,4,10,5,8,8,9,8,7,8,6,8,9,7,8,6,9,8,9,7,6,8,8,6,9,9,5,10,10,10,10,5,3,1,1,2,1,3,1,2,4,1,1,,,0,0,0,0,0,60,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
TZ_858,1,Tanzania_Treatment,0.21450245522475492,0,6,1,0,4,24,9,9,0,,,10,10,10,2,9,4,10,9,9,10,9,8,10,10,9,10,10,10,10,4,6,10,9,6,10,10,6,7,9,10,5,10,10,5,10,10,10,7,8,5,8,9,9,10,10,5,10,8,7,4,8,7,7,5,8,4,8,10,4,10,10,10,10,10,10,6,5,5,8,9,10,10,5,5,5,9,5,5,10,5,10,6,8,9,8,9,2,4,,5,2,,3,1,1,3,1,2,,,0,0,0,0,0,50,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_859,1,Tanzania_Treatment,0.21815489360137372,0,6,0,0,8,35,10,10,0,,,10,10,10,3,9,3,9,10,10,10,10,9,10,10,10,10,10,10,7,6,6,6,10,10,9,10,7,10,10,10,5,10,10,10,8,5,8,9,8,3,10,7,9,5,6,3,8,5,7,10,9,6,9,9,10,3,7,10,7,10,5,9,10,10,9,4,5,5,5,4,7,10,5,6,5,8,7,5,10,5,10,8,7,10,10,9,7,3,,3,5,3,,1,1,1,1,1,,,0,0,0,0,0,40,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,
TZ_860,1,Tanzania_Treatment,0.21450245522475492,0,6,1,0,4,23,10,10,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,5,5,5,5,10,5,5,5,,5,5,5,5,5,5,5,10,10,10,10,10,10,,,5,5,,,1,1,2,4,4,,,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_861,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,5,30,10,10,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,,,,5,,,1,2,2,1,1,,,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_863,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,5,34,10,10,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,,1,4,1,4,1,1,2,7,4,,,0,0,0,0,0,50,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_864,1,Tanzania_Treatment,0.19957830516070363,0,6,1,0,5,32,10,10,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,7,10,10,7,10,9,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8,10,10,10,10,10,10,2,1,3,2,1,4,1,2,2,3,3,,,0,0,0,0,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_866,1,Tanzania_Treatment,0.13320814703941164,0,6,0,0,4,25,10,10,0,,,7,6,10,2,10,10,7,5,5,9,10,6,7,7,10,8,9,10,7,8,9,9,9,9,10,9,9,9,6,9,6,8,10,10,9,8,5,10,7,6,10,5,10,8,10,9,9,8,8,5,7,9,6,8,9,9,7,10,7,7,10,10,8,10,10,8,5,4,6,4,8,10,5,5,5,9,5,7,9,6,10,7,8,10,9,9,8,1,,3,5,3,4,1,3,3,1,1,,,0,0,0,0,0,40,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_867,1,Tanzania_Treatment,0.13320814703941164,0,6,0,0,4,27,9,9,0,,,9,8,5,9,6,10,7,8,8,6,8,8,6,10,10,6,7,9,7,5,6,7,9,8,9,6,9,7,7,7,10,6,8,7,10,6,9,10,8,7,7,10,6,8,8,5,10,10,6,7,7,9,8,8,6,9,5,7,10,9,7,8,8,7,6,9,8,9,9,6,6,7,9,2,6,9,7,6,8,10,9,10,6,8,5,9,7,2,1,1,1,4,1,1,2,2,3,3,,,0,0,0,0,0,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_868,1,Tanzania_Treatment,0.13320814703941164,0,6,0,0,4,33,9,8,0,,,8,9,10,9,10,8,10,7,6,6,9,5,7,8,6,6,6,6,9,9,8,8,6,9,10,6,6,6,8,6,10,5,7,9,8,9,6,6,9,6,9,6,7,8,8,6,9,7,7,7,10,7,6,9,6,8,10,6,8,8,5,7,9,9,9,6,7,8,7,10,9,9,5,6,7,9,7,8,6,9,9,7,5,8,6,6,9,4,2,1,5,3,1,1,1,1,3,3,,,0,0,0,0,0,20,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_870,1,Tanzania_Treatment,0.13320814703941164,0,6,0,0,4,26,10,9,0,,,9,5,6,9,7,4,7,9,9,7,8,9,9,10,9,9,8,7,9,6,6,6,8,8,9,5,5,5,10,7,6,7,8,7,8,8,10,5,6,9,10,6,7,8,10,8,4,5,10,9,9,7,9,5,6,5,10,10,8,9,9,10,8,9,10,8,5,5,5,5,10,10,5,5,5,8,5,5,10,9,9,8,8,10,9,10,6,2,,3,,,,1,1,1,1,1,,,0,0,0,0,0,60,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_871,1,Tanzania_Treatment,0.19957830516070363,0,6,1,0,5,27,10,10,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,1,4,2,3,1,1,5,1,1,,,0,0,0,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,
TZ_872,1,Tanzania_Treatment,0.13320814703941164,0,6,0,1,2,28,7,4,0,,,6,5,7,6,7,10,5,9,8,9,6,6,5,8,7,5,9,7,10,4,8,7,8,6,7,9,8,9,7,10,6,8,6,9,4,10,6,8,4,6,9,5,7,5,5,8,8,6,5,5,7,5,7,7,5,7,8,7,5,7,8,7,9,5,5,4,8,8,5,7,5,10,5,8,8,6,7,9,5,9,3,8,6,4,6,3,7,3,2,1,5,1,1,0,,,,,,,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_873,1,Tanzania_Treatment,0.13320814703941164,0,6,0,1,2,31,7,6,1,5,6,9,4,9,3,5,9,8,5,6,8,6,8,6,7,5,,6,5,8,6,5,9,7,5,5,8,6,5,4,5,6,5,8,9,6,5,8,6,7,5,8,6,7,5,4,7,5,5,7,5,8,5,5,8,5,9,8,8,6,5,5,6,8,6,6,5,5,6,7,7,8,9,7,8,7,8,5,5,7,7,5,7,6,8,7,5,7,2,,2,,4,2,0,,,,,2,1,0,1,0,0,0,60,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,
TZ_875,1,Tanzania_Treatment,0.273691476982612,0,6,1,1,2,36,10,3,0,,,10,7,10,9,10,4,9,9,10,9,10,10,9,8,6,10,8,9,10,7,8,6,10,9,,10,10,10,9,8,9,7,8,8,9,10,4,7,6,8,8,10,10,10,10,10,8,9,10,10,9,8,10,9,8,9,6,10,5,9,9,10,10,10,5,4,9,5,7,10,10,6,10,8,1,,3,9,6,10,7,10,10,9,10,10,10,2,,5,2,,,1,3,1,,1,,,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_876,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,2,30,9,9,1,10,9,9,8,10,10,10,10,10,10,8,10,9,10,7,10,9,9,9,10,10,8,9,7,10,8,10,9,7,10,9,8,8,10,9,8,9,10,9,9,9,10,9,10,9,9,8,9,10,10,8,9,8,9,10,7,10,7,8,8,8,9,9,9,10,8,10,6,8,10,9,8,9,8,8,7,9,7,10,9,10,8,9,9,9,9,9,8,8,1,,5,5,1,1,1,1,1,5,5,2,1,0,0,1,0,0,50,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
TZ_877,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,2,26,5,0,0,,,8,6,8,10,10,9,8,9,10,8,7,9,10,9,9,10,10,9,10,10,7,10,9,10,9,10,8,10,10,8,10,8,8,8,9,7,9,10,9,9,8,3,9,10,8,10,10,10,9,9,10,10,10,8,10,8,9,10,9,10,7,10,8,7,9,7,9,10,8,7,9,10,9,10,8,7,7,7,8,7,7,10,7,6,8,,9,3,1,,2,3,3,1,3,1,1,6,,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_878,1,Tanzania_Treatment,0.13320814703941164,0,6,0,0,5,27,7,7,0,,,10,10,10,10,10,10,10,9,9,10,9,9,8,8,9,9,8,7,9,10,10,10,8,10,6,9,7,10,9,9,7,9,8,7,9,9,10,7,10,9,8,8,7,10,9,10,10,8,8,10,10,7,9,9,10,9,10,9,10,6,10,10,8,10,9,10,7,7,8,8,8,8,7,8,7,9,9,9,8,9,9,8,9,9,8,10,7,1,3,1,2,3,3,1,2,2,4,4,,,0,0,0,0,0,70,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_879,1,Tanzania_Treatment,0.13320814703941164,0,6,0,0,8,27,7,8,0,,,10,10,10,10,10,10,8,10,10,10,10,10,9,9,10,9,10,8,9,10,7,10,10,9,10,10,10,10,9,7,9,10,7,9,10,6,8,10,10,8,9,10,9,7,6,9,10,9,8,10,10,10,10,8,8,10,10,8,10,10,9,10,10,9,9,7,9,9,7,10,10,7,6,6,10,8,8,9,9,9,9,10,10,10,10,8,,2,2,1,1,2,4,1,1,3,2,2,,,0,0,0,0,0,100,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_880,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,5,28,8,8,0,,,10,10,10,10,10,10,9,10,10,10,10,8,8,9,10,10,10,10,10,10,10,10,8,7,10,7,10,10,10,10,10,9,10,9,9,10,8,6,10,10,8,10,10,10,10,10,10,10,8,10,8,10,10,9,10,10,10,8,10,7,9,9,10,10,10,10,10,8,10,9,10,9,10,10,9,9,10,8,9,10,10,10,9,8,10,9,10,2,3,2,1,4,4,1,2,2,6,6,,,0,0,0,0,0,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_881,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,5,30,7,9,0,,,10,10,10,10,7,10,7,7,6,10,10,10,10,10,10,9,8,9,10,10,10,8,10,10,9,10,10,10,10,9,10,9,10,8,8,8,10,9,9,7,10,9,10,10,10,9,7,10,10,10,8,10,8,9,9,10,9,10,10,7,7,9,10,8,10,10,10,10,10,10,7,10,8,10,10,9,9,9,10,7,10,8,10,9,7,8,10,4,2,1,4,2,4,1,2,1,7,7,,,0,0,0,0,0,100,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_882,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,5,25,10,10,0,,,10,10,10,10,9,9,10,10,10,10,5,8,9,8,7,4,10,10,10,10,10,9,8,7,9,9,6,8,8,7,8,7,7,4,5,7,9,10,7,9,7,9,9,8,10,8,9,10,10,8,10,10,9,10,9,10,10,10,9,9,10,10,9,10,10,10,8,9,9,9,10,10,4,5,8,9,7,9,10,4,4,10,10,9,10,10,9,4,,,,,,1,,6,,,,,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_883,1,Tanzania_Treatment,0.2627616309337115,0,6,0,0,2,22,10,10,0,,,10,9,9,10,9,6,10,10,9,9,9,10,7,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,9,10,9,10,9,10,10,9,10,9,7,9,9,6,10,9,8,10,10,10,9,10,9,8,8,7,9,10,9,4,8,9,9,9,10,7,4,10,6,10,10,9,7,8,9,9,9,10,10,10,10,10,10,9,10,10,10,10,4,,,5,4,,1,3,1,1,,,,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TZ_884,1,Tanzania_Treatment,0.114277301461274,0,6,1,0,5,28,8,9,0,,,8,10,10,10,9,10,9,10,10,10,10,9,10,9,9,10,9,8,10,10,9,10,9,10,9,10,10,10,9,9,10,10,8,9,8,10,10,10,8,8,7,9,8,10,9,8,10,9,9,9,9,7,10,10,10,8,8,10,9,9,10,7,8,8,10,10,8,10,10,8,9,8,10,10,8,8,10,10,10,8,10,10,10,10,10,10,9,1,5,1,1,1,4,1,2,1,5,5,,,0,0,0,0,0,50,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
