artifact_id,poll_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
material-7ad6c3c2eb5f0731-uk-monarchy-1996,uk-monarchy-1996,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-7ad6c3c2eb5f0731-uk-general-election-1997,uk-general-election-1997,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-7ad6c3c2eb5f0731-uk-health-1998,uk-health-1998,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-7ad6c3c2eb5f0731-australia-republic-1999,australia-republic-1999,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-7ad6c3c2eb5f0731-nic2-2003,nic2-2003,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-7ad6c3c2eb5f0731-btp-national-2003,btp-national-2003,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-7ad6c3c2eb5f0731-btp-online-primaries-2004,btp-online-primaries-2004,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-7ad6c3c2eb5f0731-btp-presidential-primaries-2004,btp-presidential-primaries-2004,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-7ad6c3c2eb5f0731-btp-general-election-2004,btp-general-election-2004,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-3d9d41d8bc592937-shared,,paper,Deliberative Polling and Public Consultation,data/shared/papers/public-consultation-paper.pdf,material-3d9d41d8bc592937,,3d9d41d8bc592937c0f7520676d2e1c2140c031df8ac0700edf31e2a559df645,review-required,approved-public,published,"Fishkin, Luskin and Jowell. Comparative British event reference; verify exact event coverage for any proposed numerical check. Source URL: https://drive.google.com/file/d/1JTYiz-7g2ZUS3kxi4ds3EIBIpfSRiMZb/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-3d9d41d8bc592937-uk-crime-1994,uk-crime-1994,paper,Deliberative Polling and Public Consultation,data/shared/papers/public-consultation-paper.pdf,material-3d9d41d8bc592937,,3d9d41d8bc592937c0f7520676d2e1c2140c031df8ac0700edf31e2a559df645,review-required,approved-public,published,"Fishkin, Luskin and Jowell. Comparative British event reference; verify exact event coverage for any proposed numerical check. Source URL: https://drive.google.com/file/d/1JTYiz-7g2ZUS3kxi4ds3EIBIpfSRiMZb/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-3d9d41d8bc592937-uk-eu-1995,uk-eu-1995,paper,Deliberative Polling and Public Consultation,data/shared/papers/public-consultation-paper.pdf,material-3d9d41d8bc592937,,3d9d41d8bc592937c0f7520676d2e1c2140c031df8ac0700edf31e2a559df645,review-required,approved-public,published,"Fishkin, Luskin and Jowell. Comparative British event reference; verify exact event coverage for any proposed numerical check. Source URL: https://drive.google.com/file/d/1JTYiz-7g2ZUS3kxi4ds3EIBIpfSRiMZb/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-3d9d41d8bc592937-uk-monarchy-1996,uk-monarchy-1996,paper,Deliberative Polling and Public Consultation,data/shared/papers/public-consultation-paper.pdf,material-3d9d41d8bc592937,,3d9d41d8bc592937c0f7520676d2e1c2140c031df8ac0700edf31e2a559df645,review-required,approved-public,published,"Fishkin, Luskin and Jowell. Comparative British event reference; verify exact event coverage for any proposed numerical check. Source URL: https://drive.google.com/file/d/1JTYiz-7g2ZUS3kxi4ds3EIBIpfSRiMZb/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-3d9d41d8bc592937-uk-general-election-1997,uk-general-election-1997,paper,Deliberative Polling and Public Consultation,data/shared/papers/public-consultation-paper.pdf,material-3d9d41d8bc592937,,3d9d41d8bc592937c0f7520676d2e1c2140c031df8ac0700edf31e2a559df645,review-required,approved-public,published,"Fishkin, Luskin and Jowell. Comparative British event reference; verify exact event coverage for any proposed numerical check. Source URL: https://drive.google.com/file/d/1JTYiz-7g2ZUS3kxi4ds3EIBIpfSRiMZb/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-3d9d41d8bc592937-uk-health-1998,uk-health-1998,paper,Deliberative Polling and Public Consultation,data/shared/papers/public-consultation-paper.pdf,material-3d9d41d8bc592937,,3d9d41d8bc592937c0f7520676d2e1c2140c031df8ac0700edf31e2a559df645,review-required,approved-public,published,"Fishkin, Luskin and Jowell. Comparative British event reference; verify exact event coverage for any proposed numerical check. Source URL: https://drive.google.com/file/d/1JTYiz-7g2ZUS3kxi4ds3EIBIpfSRiMZb/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-025f70acbb91c4dd-bulgaria-crime-2002,bulgaria-crime-2002,event-report,Fighting Crime in Bulgaria: results,data/bulgaria-crime-2002/reports/bulgaria-crime-results.pdf,material-025f70acbb91c4dd,,025f70acbb91c4dd700b508d091ec1d46c85c48a00873462bbe01abe854b6940,review-required,approved-public,published,"Document identifies 12-13 October 2002, resolving the later website date. Prosecutor accountability knowledge is reported as 17 to 50 percent; verify denominator and key before comparison. Source URL: https://drive.google.com/file/d/1ddcOBkbZA5ja-FR3PL0kARkPrvmCXDp6/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-d1ce28351e39622b-bulgaria-2007,bulgaria-2007,event-report,Bulgaria Roma integration results,data/bulgaria-2007/reports/bulgaria-roma-results.pdf,material-d1ce28351e39622b,,d1ce28351e39622b44961cbf6dc7144ccc8a773e414ed5ce78e51c7ad4d4cf70,review-required,approved-public,published,"Distinct April 2007 event on housing, crime and education; do not use as the 2002 crime-poll benchmark. Source URL: https://drive.google.com/file/d/1naRtgC3kqvXRr61Yz_C8jJpEsPydLfj2/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-583e1dd46d32ddf7-san-mateo-2008,san-mateo-2008,event-report,San Mateo housing assembly results,data/san-mateo-2008/reports/san-mateo-results.pdf,material-583e1dd46d32ddf7,,583e1dd46d32ddf7696f38ea184e847e9bb39e5b64d6ccd657ec4c7a79d94c7c,review-required,approved-public,published,Use reported attitude and knowledge shifts after aligning scales and sample definitions. Source URL: https://drive.google.com/file/d/1JVqoXZXGgSwTtjb4NTtEJOxPZO6ikcI-/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-a8dcbc6a800da6df-zeguo-2005,zeguo-2005,event-report,Zeguo February 2008 results,data/zeguo-2005/reports/zeguo-results.pdf,material-a8dcbc6a800da6df,,a8dcbc6a800da6df4592dbc6b79a7bfa896a5a1772ff41c2cdea83bf99199939,review-required,approved-public,published,"DIFFERENT EVENT. Header explicitly says February 2008; retained as a comparison source only, never a benchmark for the 2005 infrastructure poll. Source URL: https://drive.google.com/file/d/13cdizBfzmkubSlf4ZdxtBZPAwEXOjWUG/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-7da07755d2a41276-marousi-2006,marousi-2006,event-report,Marousi mayoral candidate selection results,data/marousi-2006/reports/marousi-results.pdf,material-7da07755d2a41276,,7da07755d2a41276c24dc654980865220855e23b590a7f7a3d99c83c3353a15d,review-required,approved-public,published,Use for candidate preference and knowledge benchmarks; reconcile respondent samples. Source URL: https://drive.google.com/file/d/1LTEzJR5XHzR_Dru8RPsQvLbx_YLE0LrY/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-74c9b79b98a13028-denmark-euro-2000,denmark-euro-2000,event-report,Denmark euro results,data/denmark-euro-2000/reports/denmark-results.pdf,material-74c9b79b98a13028,,74c9b79b98a130286579555f09678632a5826f36637b85d4296f2db5c461cc0c,review-required,approved-public,published,Independent reported results; reconcile arrival/departure samples and weights before parity checks. Source URL: https://drive.google.com/file/d/1jZKxlxSyA8jufZ3AOjf2-1ek1RHYACyh/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-e4be44c4c45bb8d6-nic2-2003,nic2-2003,questionnaire,NIC II face-to-face control questionnaire (T2),data/nic2-2003/questionnaires/nic2-control-questionnaire.pdf,material-e4be44c4c45bb8d6,,e4be44c4c45bb8d624cce0af18527c4623e21a689fd2cb0190fab0ffdec8960f,review-required,approved-public,published,Stanford names this the control T2 form; use to distinguish treatment/control universes and wording. Website date is not the fieldwork date. Source URL: https://drive.google.com/file/d/1BygrMuy1N_CPRgcOwNw-k5P4XCfR-P-5/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-1995d0d2d8096db1-nic2-2003,nic2-2003,questionnaire,NIC II face-to-face treatment questionnaire (T2),data/nic2-2003/questionnaires/nic2-treatment-questionnaire.pdf,material-1995d0d2d8096db1,,1995d0d2d8096db175d75511ca6817e791e10b3d1191088170304a15632264c3,review-required,approved-public,published,Stanford names this the treatment T2 form; foreign-policy fp question stems. Reconcile against archived raw variable dictionary. Source URL: https://drive.google.com/file/d/1x1qBEt0LnYI2quwHxitDdBgGF4ZtMiUb/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-ea98e8b86f693edf-btp-national-2003,btp-national-2003,questionnaire,Foreign-policy online treatment and control follow-up,data/btp-national-2003/questionnaires/btp-national-questionnaire.pdf,material-ea98e8b86f693edf,,ea98e8b86f693edf5ecd4e9599cbe05b8e59010e00c145b07b63ed283c84d518,review-required,approved-public,published,"Document title: Deliberative Online Poll Phase 2 Follow Up Survey, Experimental and Control Group. Preserve phase and mode distinction from face-to-face NIC II. Source URL: https://drive.google.com/file/d/1jUxOzetm3WnC_rOjDOnJZpnQ-93S2W_X/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-74e34d348825e2fa-europolis-2009,europolis-2009,paper,Europolis and the European public sphere: empirical explorations of a counterfactual ideal,data/europolis-2009/papers/europolis-research-paper.pdf,material-74e34d348825e2fa,,74e34d348825e2fa07d70522b9597989a43828b897e18b2abe824a864fe1555e,review-required,approved-public,published,"2014 European Union Politics preprint; participant sampling, policy attitudes and knowledge. Download matches the archived PDF bytes. Source URL: https://drive.google.com/file/d/1DmQBI2yTKiONaRiID0EsGPMNzJCi-xGT/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-8a628e3964b79904-europolis-2009,europolis-2009,research-design,Europolis paper appendix,data/europolis-2009/design/europolis-research-appendix.pdf,material-8a628e3964b79904,,8a628e3964b79904c51e5b1132e72dc993499bacaa55e9ee1a01f80fbd81edac,review-required,approved-public,published,Companion to the European public sphere paper; methods and supplementary measures to consult during reconstruction. Source URL: https://drive.google.com/file/d/1YfE7Em4_LhEqKOg0I_03meV0W6z7mNcr/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-751f122eddd882c6-europolis-2009,europolis-2009,event-report,Europolis attitude changes,data/europolis-2009/reports/europolis-attitudes.pdf,material-751f122eddd882c6,,751f122eddd882c6ccce2ccef07726994535d85fececd700214e8d394b6ff6b8,review-required,approved-public,published,Published pre/post item summaries; align waves and scale endpoints before comparing. Source URL: https://drive.google.com/file/d/1cwQgzQ6FZTtaoVbAa_Q2C1vNHdH2g9Jo/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-940941bbf88e0216-europolis-2009,europolis-2009,event-report,Europolis knowledge gains,data/europolis-2009/reports/europolis-knowledge.pdf,material-940941bbf88e0216,,940941bbf88e0216b5b30f19b1a76a79fec044ae7368937c68efd10004f7a391,review-required,approved-public,published,Published item knowledge results; denominator and answer-key checks required. Source URL: https://drive.google.com/file/d/15QA9bdlDEQNh3DvJvRpum4yBwqoui4f0/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-86bcea3e357b2aef-tomorrows-europe-2007,tomorrows-europe-2007,paper,Considered Opinions on Further EU Enlargement,data/tomorrows-europe-2007/papers/tomorrows-europe-research-paper.pdf,material-86bcea3e357b2aef,,86bcea3e357b2aefc3ada4f473d4b421768e9b65e741fcc2e8bc232b07d1a0ec,review-required,approved-public,published,Methods describe 362 attendees and three waves; historical polardata has 344. Do not compare headline counts without exclusions and wave alignment. Source URL: https://drive.google.com/file/d/1JWg_C7PaA4tRbEGatyRshw3k-Xw3rbX8/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-9710e3ebbfe9a06b-tomorrows-europe-2007,tomorrows-europe-2007,event-report,Tomorrow's Europe attitude changes,data/tomorrows-europe-2007/reports/tomorrows-europe-attitudes.pdf,material-9710e3ebbfe9a06b,,9710e3ebbfe9a06bfa71e858d2b9f429a3e16de70474ba10141147b9302b8b95,review-required,approved-public,published,Published wave-specific item summaries; preserve first-contact versus arrival distinction. Source URL: https://drive.google.com/file/d/1g3CRACwXu5oVWcXsXGDrTOAGJeHSHc8e/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-37b35008f0af201c-tomorrows-europe-2007,tomorrows-europe-2007,event-report,Tomorrow's Europe knowledge gains,data/tomorrows-europe-2007/reports/tomorrows-europe-knowledge.pdf,material-37b35008f0af201c,,37b35008f0af201c77d2d7c839ff7f12d2346f2518965000631e879bed591858,review-required,approved-public,published,"Published knowledge results; verify wave, denominator and item matching. Source URL: https://drive.google.com/file/d/1VW7S5J8eC6uWf5DZ5egQVOKzcp2Kwh5p/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-4710440da6eb03c4-vermont-energy-2007,vermont-energy-2007,event-report,Deliberative Polling on Vermont's Energy Future,data/vermont-energy-2007/reports/vermont-final-report.pdf,material-4710440da6eb03c4,,4710440da6eb03c4dd17688af09c7833d713c9aca2ec9ddf820b829689ff3db3,review-required,approved-public,published,"Final report; published findings, sample and energy-policy context. Questionnaire-specific answer-key issues remain open. Source URL: https://drive.google.com/file/d/1tMxbnOMpXdymbPxy0ISiei-YrfxhmOvY/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-bb554247c8bade38-michigan-2009,michigan-2009,event-report,"By the People: Hard Times, Hard Choices",data/michigan-2009/reports/michigan-final-report.pdf,material-bb554247c8bade38,,bb554247c8bade388f32f876bdba16abce17ed251819a9497185b229d6ed2098,review-required,approved-public,published,Final report on Michigan residents deliberating; use published sample and item results after resolving missing-code treatments. Source URL: https://drive.google.com/file/d/191XvRfnhxQujIrl8L8x9Z7VgadWOv-CT/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-2001cfa6b043a14c-northern-ireland-2007,northern-ireland-2007,event-report,Education: what provision do informed parents in Northern Ireland want?,data/northern-ireland-2007/reports/northern-ireland-final-report.pdf,material-2001cfa6b043a14c,,2001cfa6b043a14ca42d4d951232544d3e5c2d6d78e08261f4bacfc457b81b40,review-required,approved-public,published,Full Omagh education report; consult instrument and reported group/knowledge outcomes. Source URL: https://drive.google.com/file/d/1zrhUz04CymS7Ud9nT9reZb_mVgRlHgt3/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-8e14cef76edb31bd-zeguo-2005,zeguo-2005,paper,Deliberative Democracy in an Unlikely Place,data/zeguo-2005/papers/zeguo-research-paper.pdf,material-8e14cef76edb31bd,,8e14cef76edb31bdbabf4f9416e23c868dcfa6a254dbd1c4ff92aaf06244f2c9,review-required,approved-public,published,Study of the 2005 Zeguo infrastructure decision. Published version already archived; keep PDF versions distinct by hash. Source URL: https://drive.google.com/file/d/1aLPo8LmBIsJ6Ez5GwQbSygxYhdQseIzq/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-76ef3bf6732b439c-tanzania-2015,tanzania-2015,paper,Deliberative Democracy and the Resource Curse: A Nationwide Experiment in Tanzania,data/tanzania-2015/papers/tanzania-working-paper.pdf,material-76ef3bf6732b439c,,76ef3bf6732b439cd76742f0c04e3b400b9331c5f83099af00fde1bf338c1040,review-required,approved-public,published,"CGD working paper 548; randomized design, analysis samples and policy outcomes. Distinguish this version from the later World Politics publication. Source URL: https://www.cgdev.org/sites/default/files/deliberative-democracy-resource-curse-nationwide-experiment-tanzania.pdf. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-fa4030127bcfcc75-tanzania-2015,tanzania-2015,event-report,How should Tanzania use its natural gas?,data/tanzania-2015/reports/tanzania-final-report.pdf,material-fa4030127bcfcc75,,fa4030127bcfcc7576ba7ebbc04217939342ff5dbb317d84e41c6c8f4989d6be,review-required,approved-public,published,"3ie impact evaluation report; recruitment, experimental arms and reported results for independent checks. Source URL: https://www.3ieimpact.org/sites/default/files/2019-01/IE70-TW8-Tanzania-democratic.pdf. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-794d347d2c778073-tanzania-2015,tanzania-2015,research-design,Tanzania natural gas experiment: pre-analysis plan,data/tanzania-2015/design/tanzania-preanalysis-plan.pdf,material-794d347d2c778073,,794d347d2c778073f875066e89ce1c0842ad059ac968eeb807bbc564ceef1385,review-required,approved-public,published,Pre-specified design and measurement; distinguish planned definitions and targets from realized fieldwork. Source URL: https://3ieimpact.org/sites/default/files/2019-01/tw81001-appendix-i.pdf. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-f937811041f72f6f-america-in-one-room-2019,america-in-one-room-2019,paper,Is Deliberation an Antidote to Extreme Partisan Polarization?,data/america-in-one-room-2019/papers/a1r-2019-paper.pdf,material-f937811041f72f6f,,f937811041f72f6f918844a6feb0a62ebd49f14c9423b1a84f40bdb73f484e42,review-required,approved-public,published,"APSR 2021, DOI 10.1017/S0003055421000642. Compare recruitment, deliberator/control samples, weights and reported policy outcomes; measurement definitions require instrument review. Source URL: https://fsi9-prod.s3.us-west-1.amazonaws.com/s3fs-public/is-deliberation-an-antidote-to-extreme-partisan-polarization-reflections-on-america-in-one-room_1.pdf. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-76ae7185d1d8b5db-a1r-climate-2021,a1r-climate-2021,paper,Scaling Dialogue for Democracy: Can Automated Deliberation Create More Deliberative Voters?,data/a1r-climate-2021/papers/a1r-climate-paper.pdf,material-76ae7185d1d8b5db,,76ae7185d1d8b5dbb9758565dfd7803ec936cc21fd8a2f6907137e6894b117a7,review-required,approved-public,published,"Perspectives on Politics 2025, DOI 10.1017/S1537592724001749. Online deliberation with a one-year follow-up; keep immediate-post and follow-up wave identities separate. Source URL: https://www.cambridge.org/core/services/aop-cambridge-core/content/view/969F1ECDAE76F682F1E61550DEDD891D/S1537592724001749a.pdf/div-class-title-scaling-dialogue-for-democracy-can-automated-deliberation-create-more-deliberative-voters-div.pdf. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-002584fea6952e09-amr-2024,amr-2024,event-report,Deliberative Polling on Antimicrobial Resistance: final report,data/amr-2024/reports/amr-final-report.pdf,material-002584fea6952e09,,002584fea6952e0959fb99a40288e1821396d8091158622aa5c91dd205473b22,review-required,approved-public,published,"Cover dated June 2026; download filename dated July 2026. Recruitment and country-specific results for the June-August 2024 online intervention. Consult alongside paper version 2, DOI 10.12688/wellcomeopenres.24803.2; headline randomized total includes controls. Source URL: https://deliberation.stanford.edu/sites/g/files/sbiybj21211/files/media/file/amr_final_report_2026-07_compressed_1.pdf. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-c798742af8d64fbb-a1r-climate-2021,a1r-climate-2021,research-design,America in One Room Climate and Energy: AmeriSpeak project report,data/a1r-climate-2021/design/a1r-climate-methods.pdf,material-c798742af8d64fbb,,c798742af8d64fbb1bc192269dc8ff7dc988c960dd8473e70d989570f9926f6d,review-required,approved-public,published,"NORC report dated 11 October 2021. Recruitment, samples, weighting and web-based discussion mode; registry mode currently differs and is preserved for review. Source URL: https://drive.google.com/file/d/1g4hAYQ0e5tYl3MGJu8CqhqPx3bhDuvgc/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
material-041ca9052fe2cfc6-a1r-climate-2021,a1r-climate-2021,briefing-material,America in One Room Climate and Energy: briefing document,data/a1r-climate-2021/briefing-materials/a1r-climate-briefing.pdf,material-041ca9052fe2cfc6,,041ca9052fe2cfc65b38b342453ef7e244f95b6fd710312405e02589f54d9685,review-required,approved-public,published,Use contemporaneous policy and factual context when assessing knowledge answer keys; do not substitute current climate-policy facts. Source URL: https://drive.google.com/file/d/1VjXeIAH7ny7V8e4fmg8aSyRLtZaoEA9-/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-8373611151769a55-a1r-climate-2021,a1r-climate-2021,event-report,America in One Room Climate and Energy: knowledge gains,data/a1r-climate-2021/reports/a1r-climate-knowledge.pdf,material-8373611151769a55,,8373611151769a554fc0564612f676d621af3a7770637e16ff98c0bc8ba3d2d8,review-required,approved-public,published,Published knowledge summaries; align post-deliberation versus later follow-up waves and denominators before checking against scores. Source URL: https://drive.google.com/file/d/1LVUGwhR3aqTCGTEXz5i48tDDrtYXLg7q/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
reference-amr-paper-v2,amr-2024,paper,Understanding what citizens think about Antimicrobial Resistance: Deliberative Polling in six middle-income countries (version 2),https://doi.org/10.12688/wellcomeopenres.24803.2,,,,review-required,approved-public,review-required,"Reference link, not a locally archived PDF. Primary author publication page verified 2026-09-23: https://cddrl.fsi.stanford.edu/publication/understanding-what-citizens-think-about-antimicrobial-resistance-deliberative-pollingr . Version 2 dated 14 May 2026; 2419 randomized people includes intervention and control groups. Compare country-specific denominators and weighting to the final report."
