poll_id,legacy_field,historical_rows,historical_observed,canonical_definition,status,evidence,blocker
nic2-2003,highinc,340,316,highinc,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t1polint,340,340,t1polint,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t1knowcor2,340,0,t1knowcor2,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t12know,340,0,t12know,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t12knowcor,340,0,t12knowcor,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,attextreme2,340,0,attextreme2,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t1knowrcor,340,340,t1knowcor,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,t2knowr,340,340,t2know,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,knowgain,340,340,knowgain,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,knowgain2,340,340,knowgain2,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,logpk,340,340,logpk,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,tobitpk,340,340,tobitpk,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,knowgainr,340,340,knowgain,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,knowgainr2,340,340,knowgain2,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,educ3,340,340,educ3,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t1usseca,340,340,nic2.t1usseca,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t1humrh2,340,340,nic2.t1humrh2,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t1envir,340,340,nic2.t1envir,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t1inter,340,338,nic2.t1inter,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t1multi,340,340,nic2.t1multi,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t1demo,340,340,nic2.t1demo,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t1forai1,340,315,nic2.t1forai1,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t1global,340,340,nic2.t1global,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t1trade_b,340,277,nic2.t1trade_b,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t2usseca,340,340,nic2.t2usseca,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t2humrh2,340,340,nic2.t2humrh2,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t2envir,340,340,nic2.t2envir,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t2inter,340,336,nic2.t2inter,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t2multi,340,340,nic2.t2multi,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t2demo,340,340,nic2.t2demo,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t2forai1,340,338,nic2.t2forai1,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t2global,340,340,nic2.t2global,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,nic2.t2trade_b,340,329,nic2.t2trade_b,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
nic2-2003,bettered,340,340,bettered,source-unresolved,vault/cdd/scripts/nic2.R,nic2.R targets misinformation and dat2.por; recover the Nuri aggregate-producing syntax and fielded wave files
btp-national-2003,readbrief,245,0,readbrief,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t1know,245,245,t1know,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t1knowr,245,245,t1know,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t1knowcor,245,245,t1knowcor,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t2know,245,245,t2know,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,ppage,245,245,ppage,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,educ4,245,245,educ4,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,minority,245,245,minority,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,hhincome,245,245,hhincome,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,female,245,245,female,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,attextreme,245,245,attextreme,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,highinc,245,245,highinc,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t1polint,245,0,t1polint,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t1knowcor2,245,0,t1knowcor2,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t12know,245,0,t12know,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t12knowcor,245,0,t12knowcor,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,attextreme2,245,0,attextreme2,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t1knowrcor,245,245,t1knowcor,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,t2knowr,245,245,t2know,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,knowgain,245,245,knowgain,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,knowgain2,245,245,knowgain2,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,logpk,245,245,logpk,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,tobitpk,245,245,tobitpk,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,knowgainr,245,245,knowgain,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,knowgainr2,245,245,knowgain2,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,educ3,245,245,educ3,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt1usseca,245,245,btp03.olt1usseca,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt1humrh2,245,245,btp03.olt1humrh2,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt1envir,245,245,btp03.olt1envir,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt1inter,245,241,btp03.olt1inter,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt1multi,245,245,btp03.olt1multi,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt1demo,245,245,btp03.olt1demo,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt1forai1,245,204,btp03.olt1forai1,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt1global,245,245,btp03.olt1global,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt1trade,245,150,btp03.olt1trade,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt2usseca,245,244,btp03.olt2usseca,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt2humrh2,245,243,btp03.olt2humrh2,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt2envir,245,244,btp03.olt2envir,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt2inter,245,239,btp03.olt2inter,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt2multi,245,244,btp03.olt2multi,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt2demo,245,244,btp03.olt2demo,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt2forai1,245,220,btp03.olt2forai1,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt2global,245,244,btp03.olt2global,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,btp03.olt2trade,245,180,btp03.olt2trade,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-national-2003,bettered,245,245,bettered,source-unresolved,vault/cdd/scripts/us_fp.R,us_fp.R mixes R and Stata and has empty recodes; recover executed online source and Nuri scoring syntax
btp-general-election-2004,readbrief,246,0,readbrief,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t1know,246,246,t1know,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t1knowr,246,246,t1know,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t1knowcor,246,246,t1knowcor,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t2know,246,246,t2know,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,ppage,246,246,ppage,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,educ4,246,246,educ4,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,minority,246,246,minority,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,hhincome,246,240,hhincome,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,female,246,246,female,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,attextreme,246,246,attextreme,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,highinc,246,240,highinc,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t1polint,246,0,t1polint,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t1knowcor2,246,0,t1knowcor2,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t12know,246,0,t12know,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t12knowcor,246,0,t12knowcor,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,attextreme2,246,0,attextreme2,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t1knowrcor,246,246,t1knowcor,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,t2knowr,246,246,t2know,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,knowgain,246,246,knowgain,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,knowgain2,246,246,knowgain2,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,logpk,246,246,logpk,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,tobitpk,246,246,tobitpk,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,knowgainr,246,246,knowgain,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,knowgainr2,246,246,knowgain2,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,educ3,246,246,educ3,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4b42,246,234,btp04.w4b42,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4b45,246,231,btp04.w4b45,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4b48,246,230,btp04.w4b48,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4b51,246,231,btp04.w4b51,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4b54,246,237,btp04.w4b54,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4b57,246,232,btp04.w4b57,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4f42,246,241,btp04.w4f42,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4f45,246,232,btp04.w4f45,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4f48,246,237,btp04.w4f48,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4f51,246,238,btp04.w4f51,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4f54,246,234,btp04.w4f54,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,btp04.w4f57,246,234,btp04.w4f57,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-general-election-2004,bettered,246,246,bettered,not-yet-reconstructed,vault/cdd/scripts/btp04_ge.R,Source-to-field formula/version and historical identity/sample need instrument-backed reconciliation
btp-presidential-primaries-2004,readbrief,434,0,readbrief,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t1know,434,434,t1know,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t1knowr,434,434,t1know,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t1knowcor,434,434,t1knowcor,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t2know,434,434,t2know,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,ppage,434,434,ppage,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,educ4,434,434,educ4,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,minority,434,434,minority,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,hhincome,434,434,hhincome,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,female,434,434,female,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,attextreme,434,434,attextreme,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,highinc,434,434,highinc,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t1polint,434,434,t1polint,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t1knowcor2,434,0,t1knowcor2,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t12know,434,0,t12know,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t12knowcor,434,0,t12knowcor,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,attextreme2,434,0,attextreme2,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t1knowrcor,434,434,t1knowcor,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,t2knowr,434,434,t2know,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,knowgain,434,434,knowgain,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,knowgain2,434,434,knowgain2,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,logpk,434,434,logpk,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,tobitpk,434,434,tobitpk,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,knowgainr,434,434,knowgain,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,knowgainr2,434,434,knowgain2,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,educ3,434,434,educ3,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,btp04pr.t1trade,434,380,btp04pr.t1trade,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
btp-presidential-primaries-2004,btp04pr.t1mindex,434,434,btp04pr.t1mindex,source-unresolved,vault/cdd/merge_data_scripts/04_kyu.R,04_kyu.R uses btp04kyu and Nuri inputs with conflicting object names; distinguish presidential primaries from general-election and online-primaries files
